recipient_name,bank_clean
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CITYWIDE BANKS,CITYWIDE BANKS
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
UMPQUA BANK,UMPQUA BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CARDMEMBER SERVICES,CARDMEMBER SERVICES
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WELLS FARGO,WELLS FARGO
BANK OF AMERICA,BANK OF AMERICA
ARVEST BANK,ARVEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
HUNTINGTON BANK,HUNTINGTON BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
ARVEST BANK,ARVEST BANK
WELLS FARGO FKA WACHOVIA BANK,WELLS FARGO FKA WACHOVIA BANK
VERGEBEN SERVICES COMPANY,VERGEBEN SERVICES COMPANY
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST,TRUIST
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BANK OF AMERICA,BANK OF AMERICA
TRUIST,TRUIST
WELLS FARGO BANK,WELLS FARGO BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO,WELLS FARGO
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
EAGLE BANK,EAGLE BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
WELLS FARGO,WELLS FARGO
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
WELLS FARGO,WELLS FARGO
AMERICAN EXPRESS,AMERICAN EXPRESS
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
U.S. BANK,U.S. BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
IOWA STATE BANK,IOWA STATE BANK
SHOPIFY INC,SHOPIFY INC
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
AMALGAMATED BANK,AMALGAMATED BANK
PNC BANK,PNC BANK
WELLS FARGO BANK,WELLS FARGO BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
BB&T,BB&T
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
CARDCONNECT,CARDCONNECT
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
SOUTHSIDE BANK,SOUTHSIDE BANK
WELLS FARGO,WELLS FARGO
SOUTHSIDE BANK,SOUTHSIDE BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
SIMMONS BANK,SIMMONS BANK
SOUTHSIDE BANK,SOUTHSIDE BANK
VECTRA BANK COLORADO,VECTRA BANK COLORADO
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
ASSOCIATED BANK,ASSOCIATED BANK
CHAIN BRIDGE BANK N.A.,CHAIN BRIDGE BANK N.A.
PNC BANK,PNC BANK
BANK OF AMERICA,BANK OF AMERICA
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
MELIO,MELIO
TRUIST,TRUIST
VECTRA BANK COLORADO,VECTRA BANK COLORADO
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
GATE CITY BANK,GATE CITY BANK
GIVESMART - COMMUNITY BRANDS,GIVESMART - COMMUNITY BRANDS
CHASE BANK,CHASE BANK
STRIPE,STRIPE
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
BANK OF SAN FRANCISCO,BANK OF SAN FRANCISCO
FIRSTBANK- NASHVILLE,FIRSTBANK- NASHVILLE
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WELLS FARGO BANK,WELLS FARGO BANK
WELLS FARGO BANK,WELLS FARGO BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
FIRST BANK AND TRUST,FIRST BANK AND TRUST
CLASSIC CITY BANK,CLASSIC CITY BANK
CAPITOL NATIONAL BANK,CAPITOL NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BENEFICIAL STATE BANK,BENEFICIAL STATE BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
COMERICA BANK,COMERICA BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
BANK OF AMERICA,BANK OF AMERICA
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
WELLS FARGO BANK,WELLS FARGO BANK
FIRST NATIONAL BANK,FIRST NATIONAL BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
MELIO,MELIO
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
CITIZENS TRUST BANK,CITIZENS TRUST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
PNC BANK,PNC BANK
COMERICA BANK,COMERICA BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
WELLS FARGO BANK,WELLS FARGO BANK
FIRSTBANK,FIRSTBANK
AMALGAMATED BANK,AMALGAMATED BANK
CITI CARD,CITI CARD
CHASE BANK,CHASE BANK
CHASE BANK,CHASE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
BRANCH BANKING & TRUST CO,BRANCH BANKING & TRUST CO
CARDMEMBER SERVICES,CARDMEMBER SERVICES
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
FIRST SOUTHERN BANK,FIRST SOUTHERN BANK
TD BANK,TD BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
FISERV.,FISERV.
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
AMALGAMATED BANK,AMALGAMATED BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SPOKANE TEACHERS CREDIT UNION,SPOKANE TEACHERS CREDIT UNION
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNRISE BANKS,SUNRISE BANKS
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
FIRST COMMUNITY BANK,FIRST COMMUNITY BANK
SUNRISE BANKS,SUNRISE BANKS
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF NEVADA,BANK OF NEVADA
AMERICAN EXPRESS,AMERICAN EXPRESS
CHAINBRIDGE BANK,CHAINBRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
ELEVON,ELEVON
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FNB BANK,FNB BANK
PNC BANK,PNC BANK
FNB BANK,FNB BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
BYLINE BANK,BYLINE BANK
ELEVON,ELEVON
BYLINE BANK,BYLINE BANK
ELEVON,ELEVON
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
THE FARMERS BANK,THE FARMERS BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FNB BANK,FNB BANK
TRUIST BANK,TRUIST BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
GATE CITY BANK,GATE CITY BANK
SUMMIT COMMUNITY BANK,SUMMIT COMMUNITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SUNTRUST BANK,SUNTRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
BB&T/TRUIST,BB&T/TRUIST
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST BANK,TRUIST BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
AMALGAMATED BANK,AMALGAMATED BANK
WINRED,WINRED
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AADVANTAGE AVIATOR RED MASTERCARD,AADVANTAGE AVIATOR RED MASTERCARD
COMERICA BANK,COMERICA BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PRESIDENTIAL BANK,PRESIDENTIAL BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
TD BANK,TD BANK
SUNRISE BANKS,SUNRISE BANKS
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
CHAINBRIDGE BANK,CHAINBRIDGE BANK
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
AMALGAMATED BANK,AMALGAMATED BANK
TD BANK,TD BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
PRIMARY BANK,PRIMARY BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
PRIMARY BANK,PRIMARY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
CAPITAL BANK,CAPITAL BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CARDCONNECT,CARDCONNECT
AMALGAMATED BANK,AMALGAMATED BANK
FIRSTBANK,FIRSTBANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
CALIFORNIA BANK & TRUST,CALIFORNIA BANK & TRUST
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WINRED TECHNICAL SERVICES LLC,WINRED TECHNICAL SERVICES LLC
AMERICAN EXPRESS,AMERICAN EXPRESS
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
WELLS FARGO BANK,WELLS FARGO BANK
TRUIST BANK,TRUIST BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
AMALGAMATED BANK,AMALGAMATED BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
SERVISFIRST BANK,SERVISFIRST BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS TRUST BANK,CITIZENS TRUST BANK
SHOPIFY INC,SHOPIFY INC
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
WELLS FARGO,WELLS FARGO
FIRST MINNETONKA CITY BANK,FIRST MINNETONKA CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
SUNTRUST,SUNTRUST
UMPQUA BANK,UMPQUA BANK
SUMMIT COMMUNITY BANK,SUMMIT COMMUNITY BANK
EAGLE BANK,EAGLE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CITIZENS BANK,CITIZENS BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
AMALGAMATED BANK,AMALGAMATED BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
WESTERN ALLIANCE BANK,WESTERN ALLIANCE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMERICAN EXPRESS,AMERICAN EXPRESS
BB&T,BB&T
AMALGAMATED BANK,AMALGAMATED BANK
BB&T,BB&T
AMERICAN EXPRESS,AMERICAN EXPRESS
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIFTH THIRD BANK,FIFTH THIRD BANK
ALLIANT MERCHANT SOLUTIONS,ALLIANT MERCHANT SOLUTIONS
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
VERIDIAN,VERIDIAN
CLASSIC CITY BANK,CLASSIC CITY BANK
MILLBURY FEDERAL CREDIT UNION,MILLBURY FEDERAL CREDIT UNION
PARAGON PAYMENT SOLUTIONS,PARAGON PAYMENT SOLUTIONS
UMPQUA BANK,UMPQUA BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST VIRGINIA BANK,FIRST VIRGINIA BANK
SIMMONS BANK,SIMMONS BANK
BANK OF AMERICA,BANK OF AMERICA
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CARDCONNECT,CARDCONNECT
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
COUNTRY CLUB BANK,COUNTRY CLUB BANK
CITI CARD,CITI CARD
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
CLASSIC CITY BANK,CLASSIC CITY BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
FIRSTBANK,FIRSTBANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
"BRENIZER, TAMMY","BRENIZER, TAMMY"
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
MELIO,MELIO
AMALGAMATED BANK,AMALGAMATED BANK
MELIO,MELIO
FIRST BANK OF NEBRASKA OMAHA,FIRST BANK OF NEBRASKA OMAHA
PNC BANK,PNC BANK
TRUIST/BB&T,TRUIST/BB&T
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
ARVEST BANK,ARVEST BANK
MELIO,MELIO
MELIO,MELIO
CLASSIC CITY BANK,CLASSIC CITY BANK
UNITED BANK,UNITED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
SIMMONS BANK,SIMMONS BANK
AMALGAMATED BANK,AMALGAMATED BANK
TRUIST/BB&T,TRUIST/BB&T
FIRST BANKCARD,FIRST BANKCARD
CLASSIC CITY BANK,CLASSIC CITY BANK
SIMMONS BANK,SIMMONS BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
AMALGAMATED BANK,AMALGAMATED BANK
EAGLE BANK,EAGLE BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
HUNTINGTON BANK,HUNTINGTON BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
WELLS FARGO,WELLS FARGO
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
COMMUNITY BANK,COMMUNITY BANK
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WASHINGTON FEDERAL BANK,WASHINGTON FEDERAL BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
BANK OF AMERICA,BANK OF AMERICA
COMMUNITY BANK,COMMUNITY BANK
TRUIST/BB&T,TRUIST/BB&T
WEST BANK,WEST BANK
AMALGAMATED BANK,AMALGAMATED BANK
WASHINGTON FEDERAL BANK,WASHINGTON FEDERAL BANK
TRUIST/BB&T,TRUIST/BB&T
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
COMMUNITY BANK,COMMUNITY BANK
WEST BANK,WEST BANK
M&T BANK,M&T BANK
WEST BANK,WEST BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
BANK OF AMERICA,BANK OF AMERICA
TRUIST BANK,TRUIST BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
ARVEST BANK,ARVEST BANK
PNC BANK,PNC BANK
AMALGAMATED BANK,AMALGAMATED BANK
JEFFERSON BANK,JEFFERSON BANK
TRUIST/BB&T,TRUIST/BB&T
PNC BANK,PNC BANK
FIRST VIRGINIA COMMUNITY BANK,FIRST VIRGINIA COMMUNITY BANK
TRUIST/BB&T,TRUIST/BB&T
MELIO,MELIO
CHASE BANK,CHASE BANK
MELIO,MELIO
WELLS FARGO,WELLS FARGO
WEST BANK,WEST BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
WEST BANK,WEST BANK
FIFTH THIRD,FIFTH THIRD
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
M&T BANK,M&T BANK
WEST BANK,WEST BANK
FIRST INTERSTATE BANK,FIRST INTERSTATE BANK
HUNTINGTON NATIONAL BANK,HUNTINGTON NATIONAL BANK
AMALGAMATED BANK,AMALGAMATED BANK
CHAIN BRIDGE BANK,CHAIN BRIDGE BANK
TRUIST BANK,TRUIST BANK
COMMUNITY BANK,COMMUNITY BANK
NON BB CARD NOT PRESENT,NON BB CARD NOT PRESENT
BANK OF OKLAHOMA,BANK OF OKLAHOMA
COMMUNITY BANK,COMMUNITY BANK
FIRSTBANK,FIRSTBANK
PNC BANK,PNC BANK
TRUIST,TRUIST
TRUIST,TRUIST
BANK OF AMERICA,BANK OF AMERICA
COMMUNITY BANK,COMMUNITY BANK
WEST BANK,WEST BANK
TD BANK,TD BANK
MELIO,MELIO
CITIZENS TRUST BANK,CITIZENS TRUST BANK
MIDDLETOWN VALLEY BANK,MIDDLETOWN VALLEY BANK
TRUIST,TRUIST
"JPMORGAN CHASE BANK, N.A.","JPMORGAN CHASE BANK, N.A."
WEST BANK,WEST BANK
MELIO,MELIO
AMALGAMATED INVESTMENT,AMALGAMATED INVESTMENT
BANK OF AMERICA,BANK OF AMERICA
BANK OF AMERICA,BANK OF AMERICA
FIRSTBANK,FIRSTBANK
AMALGAMATED BANK,AMALGAMATED BANK
"CHAIN BRIDGE BANK, N.A.","CHAIN BRIDGE BANK, N.A."
